Episode,Total Reward,Avg Loss,Deployed Nodes,Coverage
485,-71531.22052646974,6.193613677189268,22.0,100.0
486,-50962.4723771101,6.274521164272143,23.0,100.0
487,-67196.69174914296,6.2428507804870605,21.0,100.0
488,-87012.45572190548,6.177118867635727,21.0,100.0
489,-50911.86858831325,6.103679712002094,23.0,100.0
490,-56205.41385336412,6.181659433576796,23.0,100.0
491,-20901.942944450257,6.116178141699897,21.0,100.0
492,-26004.257599728073,6.3125760121779,22.0,100.0
493,-86951.4910375171,6.184680253267288,21.0,100.0
494,-137525.43763085475,6.166425023760114,22.0,100.0
495,-81854.87275918896,6.182683452483146,23.0,100.0
496,-91668.60032737441,6.208581139964442,22.0,100.0
497,-102429.79525075368,6.225839270485772,23.0,100.0
498,-66538.34376812253,6.20741641079938,22.0,100.0
499,-76803.62892076971,6.079983834297426,23.0,100.0
500,-67034.70534850299,6.150527528354099,20.0,100.0
501,-25574.367185931285,6.299950289726257,21.0,100.0
502,-61150.20714185561,6.236634883880615,22.0,100.0
503,-82066.48320967934,6.207365942001343,20.0,100.0
504,-25571.545208899504,6.2283723922002885,23.0,100.0
505,-20949.73691471589,6.30037509693819,19.0,100.0
506,-51513.349475330055,6.2250798797607425,20.0,100.0
507,-173804.1723303879,6.191929779052734,24.0,99.7599
508,-41173.05617375896,6.179011193188754,21.0,100.0
